Datum;Dygnsmedel
2021-02-28;2.3
2021-03-01;2.2
2021-03-02;2.2
2021-03-03;1.4
2021-03-04;1.0
2021-03-05;-1.2
2021-03-06;1.8
2021-03-07;2.2
2021-03-08;-2.1
2021-03-09;-1.2
2021-03-10;0.3
2021-03-11;1.9
2021-03-12;4.8
2021-03-13;3.7
2021-03-14;2.6
2021-03-15;2.8
2021-03-16;1.3
2021-03-17;1.7
2021-03-18;0.7
2021-03-19;0.4
2021-03-20;3.2
2021-03-21;4.8
2021-03-22;2.5
2021-03-23;3.0
2021-03-24;5.9
2021-03-25;5.2
2021-03-26;6.7
2021-03-27;6.0
2021-03-28;5.1
2021-03-29;7.3
2021-03-30;8.6
2021-03-31;7.5
2021-04-01;5.1
2021-04-02;4.9
2021-04-03;4.0
2021-04-04;4.2
2021-04-05;3.5
2021-04-06;4.7
2021-04-07;5.0
2021-04-08;2.2
2021-04-09;5.3
2021-04-10;4.8
2021-04-11;1.1
2021-04-12;3.4
2021-04-13;3.9
2021-04-14;2.7
2021-04-15;4.7
2021-04-16;5.5
2021-04-17;9.3
2021-04-18;11.5
2021-04-19;11.8
2021-04-20;9.9
2021-04-21;6.5
2021-04-22;6.9
2021-04-23;4.8
2021-04-24;3.9
2021-04-25;4.5
2021-04-26;4.2
2021-04-27;4.3
2021-04-28;6.6
2021-04-29;8.3
2021-04-30;7.5
2021-05-01;6.0
2021-05-02;7.6
2021-05-03;7.5
2021-05-04;4.8
2021-05-05;6.2
2021-05-06;4.1
2021-05-07;5.3
2021-05-08;5.7
2021-05-09;9.5
2021-05-10;14.8
2021-05-11;10.5
2021-05-12;12.0
2021-05-13;12.8
2021-05-14;13.4
2021-05-15;10.0
2021-05-16;10.7
2021-05-17;10.4
2021-05-18;10.6
2021-05-19;10.2
2021-05-20;9.4
2021-05-21;9.3
2021-05-22;11.6
2021-05-23;10.4
2021-05-24;11.3
2021-05-25;12.2
2021-05-26;10.4
2021-05-27;10.4
2021-05-28;12.4
2021-05-29;13.5
2021-05-30;14.8
2021-05-31;12.4
2021-06-01;15.2
2021-06-02;15.6
2021-06-03;17.8
2021-06-04;17.9
2021-06-05;17.6
2021-06-06;18.3
2021-06-07;15.1
2021-06-08;13.9
2021-06-09;15.6
2021-06-10;15.8
2021-06-11;15.8
2021-06-12;16.7
2021-06-13;Nan
2021-06-14;Nan
2021-06-15;Nan
2021-06-16;Nan
2021-06-17;Nan
2021-06-18;Nan
2021-06-19;20.3
2021-06-20;17.6
2021-06-21;15.1
2021-06-22;16.0
2021-06-23;16.2
2021-06-24;14.7
2021-06-25;15.1
2021-06-26;15.8
2021-06-27;15.6
2021-06-28;15.9
2021-06-29;16.3
2021-06-30;16.5
2021-07-01;15.8
2021-07-02;18.9
2021-07-03;19.8
2021-07-04;Nan
2021-07-05;Nan
2021-07-06;8.5
2021-07-07;Nan
2021-07-08;Nan
2021-07-09;13.7
2021-07-10;17.0
2021-07-11;13.9
2021-07-12;19.3
2021-07-13;22.0
2021-07-14;23.6
2021-07-15;22.5
2021-07-16;23.3
2021-07-17;20.7
2021-07-18;18.6
2021-07-19;17.9
2021-07-20;18.2
2021-07-21;17.8
2021-07-22;17.6
2021-07-23;18.1
2021-07-24;19.8
2021-07-25;21.9
2021-07-26;21.1
2021-07-27;20.0
2021-07-28;19.1
2021-07-29;16.6
2021-07-30;17.4
2021-07-31;17.9
2021-08-01;16.4
2021-08-02;14.6
2021-08-03;14.3
2021-08-04;14.4
2021-08-05;15.0
2021-08-06;17.7
2021-08-07;17.2
2021-08-08;15.0
2021-08-09;17.4
2021-08-10;15.3
2021-08-11;16.4
2021-08-12;17.9
2021-08-13;17.4
2021-08-14;16.2
2021-08-15;17.0
2021-08-16;14.4
2021-08-17;13.7
2021-08-18;15.8
2021-08-19;16.5
2021-08-20;15.8
2021-08-21;14.0
2021-08-22;13.9
2021-08-23;15.1
2021-08-24;14.9
2021-08-25;18.4
2021-08-26;13.8
2021-08-27;14.6
2021-08-28;14.5
2021-08-29;16.7
2021-08-30;15.3
2021-08-31;15.4
2021-09-01;13.8
2021-09-02;13.5
2021-09-03;14.7
2021-09-04;12.8
2021-09-05;11.6
2021-09-06;12.2
2021-09-07;14.0
2021-09-08;17.4
2021-09-09;17.5
2021-09-10;17.1
2021-09-11;17.2
2021-09-12;17.0
2021-09-13;15.0
2021-09-14;12.1
2021-09-15;14.3
2021-09-16;11.3
2021-09-17;10.2
2021-09-18;11.5
2021-09-19;10.1
2021-09-20;9.6
2021-09-21;9.8
2021-09-22;12.0
2021-09-23;13.0
2021-09-24;11.6
2021-09-25;13.8
2021-09-26;11.5
2021-09-27;15.1
2021-09-28;13.5
2021-09-29;10.6
2021-09-30;12.0
2021-10-01;12.2
2021-10-02;12.2
2021-10-03;14.3
2021-10-04;13.0
2021-10-05;12.7
2021-10-06;12.3
2021-10-07;12.2
2021-10-08;12.1
2021-10-09;11.6
2021-10-10;10.7
2021-10-11;11.5
2021-10-12;5.5
2021-10-13;4.0
2021-10-14;11.6
2021-10-15;11.2
2021-10-16;10.8
2021-10-17;8.4
2021-10-18;3.2
2021-10-19;7.8
2021-10-20;Nan
2021-10-21;8.4
2021-10-22;8.4
2021-10-23;6.5
2021-10-24;9.7
2021-10-25;9.6
2021-10-26;10.6
2021-10-27;12.0
2021-10-28;12.5
2021-10-29;11.1
2021-10-30;11.2
2021-10-31;9.5
2021-11-01;11.4
2021-11-02;9.0
2021-11-03;7.5
2021-11-04;7.3
2021-11-05;7.4
2021-11-06;10.6
2021-11-07;8.8
2021-11-08;3.3
2021-11-09;6.5
2021-11-10;10.3
2021-11-11;7.9
2021-11-12;6.0
2021-11-13;7.1
2021-11-14;5.9
2021-11-15;5.0
2021-11-16;6.2
2021-11-17;7.4
2021-11-18;9.0
2021-11-19;11.2
2021-11-20;8.3
2021-11-21;3.2
2021-11-22;1.3
2021-11-23;2.4
2021-11-24;8.1
2021-11-25;5.2
2021-11-26;-1.3
2021-11-27;0.2
2021-11-28;-0.1
2021-11-29;-5.6
2021-11-30;-3.7
2021-12-01;-4.2
2021-12-02;-5.2
2021-12-03;-7.8
2021-12-04;-2.9
2021-12-05;-4.9
2021-12-06;-6.0
2021-12-07;-3.0
2021-12-08;-0.7
2021-12-09;0.3
2021-12-10;0.2
2021-12-11;0.0
2021-12-12;0.1
2021-12-13;2.9
2021-12-14;5.2
2021-12-15;7.1
2021-12-16;5.8
2021-12-17;0.3
2021-12-18;2.6
2021-12-19;3.7
2021-12-20;-0.9
2021-12-21;-3.8
2021-12-22;-1.0
2021-12-23;0.5
2021-12-24;-5.1
2021-12-25;-7.7
2021-12-26;-7.4
2021-12-27;-3.0
2021-12-28;-0.3
2021-12-29;0.3
2021-12-30;4.4
2021-12-31;5.6
2022-01-01;3.1
2022-01-02;6.5
2022-01-03;6.0
2022-01-04;3.0
2022-01-05;0.5
2022-01-06;-3.4
2022-01-07;1.2
2022-01-08;1.6
2022-01-09;0.8
2022-01-10;0.5
2022-01-11;1.2
2022-01-12;4.4
2022-01-13;6.7
2022-01-14;5.5
2022-01-15;-0.4
