Datum;Dygnsmedel
2021-03-02;2.7
2021-03-03;1.7
2021-03-04;2.1
2021-03-05;-0.8
2021-03-06;1.3
2021-03-07;3.3
2021-03-08;-1.1
2021-03-09;-0.9
2021-03-10;1.2
2021-03-11;2.3
2021-03-12;5.2
2021-03-13;4.4
2021-03-14;3.5
2021-03-15;3.8
2021-03-16;2.1
2021-03-17;2.4
2021-03-18;1.5
2021-03-19;1.1
2021-03-20;3.9
2021-03-21;5.3
2021-03-22;3.3
2021-03-23;3.9
2021-03-24;6.7
2021-03-25;6.3
2021-03-26;6.9
2021-03-27;6.4
2021-03-28;5.8
2021-03-29;7.9
2021-03-30;9.7
2021-03-31;8.7
2021-04-01;6.2
2021-04-02;5.7
2021-04-03;4.9
2021-04-04;4.6
2021-04-05;4.0
2021-04-06;5.3
2021-04-07;6.1
2021-04-08;2.9
2021-04-09;6.1
2021-04-10;5.1
2021-04-11;1.3
2021-04-12;4.5
2021-04-13;4.6
2021-04-14;3.7
2021-04-15;5.9
2021-04-16;6.7
2021-04-17;10.9
2021-04-18;12.9
2021-04-19;13.3
2021-04-20;11.2
2021-04-21;7.1
2021-04-22;7.7
2021-04-23;6.4
2021-04-24;4.8
2021-04-25;5.4
2021-04-26;5.3
2021-04-27;5.9
2021-04-28;7.5
2021-04-29;9.0
2021-04-30;8.6
2021-05-01;7.0
2021-05-02;8.1
2021-05-03;7.9
2021-05-04;5.6
2021-05-05;7.1
2021-05-06;4.8
2021-05-07;6.3
2021-05-08;6.2
2021-05-09;10.7
2021-05-10;15.9
2021-05-11;11.2
2021-05-12;13.3
2021-05-13;14.0
2021-05-14;14.5
2021-05-15;10.4
2021-05-16;11.4
2021-05-17;11.7
2021-05-18;11.2
2021-05-19;11.0
2021-05-20;10.4
2021-05-21;10.5
2021-05-22;12.4
2021-05-23;10.7
2021-05-24;12.3
2021-05-25;12.6
2021-05-26;10.9
2021-05-27;11.2
2021-05-28;13.2
2021-05-29;14.3
2021-05-30;16.5
2021-05-31;14.6
2021-06-01;16.6
2021-06-02;16.5
2021-06-03;19.0
2021-06-04;18.9
2021-06-05;19.0
2021-06-06;19.4
2021-06-07;16.7
2021-06-08;15.2
2021-06-09;16.5
2021-06-10;17.4
2021-06-11;17.5
2021-06-12;15.8
2021-06-13;15.6
2021-06-14;15.9
2021-06-15;14.5
2021-06-16;15.6
2021-06-17;21.0
2021-06-18;21.9
2021-06-19;22.7
2021-06-20;19.2
2021-06-21;16.2
2021-06-22;17.4
2021-06-23;17.4
2021-06-24;16.6
2021-06-25;15.9
2021-06-26;16.5
2021-06-27;16.3
2021-06-28;17.4
2021-06-29;17.3
2021-06-30;18.4
2021-07-01;16.9
2021-07-02;20.5
2021-07-03;17.6
2021-07-04;Nan
2021-07-05;Nan
2021-07-06;8.8
