Datum;Dygnsmedel
2022-10-17;11.9
2022-10-18;11.8
2022-10-19;6.4
2022-10-20;8.3
2022-10-21;8.0
2022-10-22;9.5
2022-10-23;11.4
2022-10-24;10.9
2022-10-25;12.5
2022-10-26;12.0
2022-10-27;12.6
2022-10-28;12.7
2022-10-29;12.5
2022-10-30;11.0
2022-10-31;12.2
2022-11-01;11.2
2022-11-02;11.8
2022-11-03;11.1
2022-11-04;10.3
2022-11-05;10.6
2022-11-06;11.1
2022-11-07;10.6
2022-11-08;11.6
2022-11-09;11.8
2022-11-10;11.2
2022-11-11;13.1
2022-11-12;12.5
2022-11-13;11.2
2022-11-14;9.3
2022-11-15;8.1
2022-11-16;6.0
2022-11-17;3.9
2022-11-18;2.4
2022-11-19;1.4
2022-11-20;-0.3
2022-11-21;-0.7
2022-11-22;0.6
2022-11-23;4.0
2022-11-24;5.1
2022-11-25;5.2
2022-11-26;5.6
2022-11-27;6.5
2022-11-28;6.3
2022-11-29;4.5
2022-11-30;2.9
2022-12-01;1.9
