Datum;Dygnsmedel
2022-01-01;4.2
2022-01-02;7.3
2022-01-03;6.4
2022-01-04;3.3
2022-01-05;1.1
2022-01-06;-3.4
2022-01-07;0.8
2022-01-08;1.8
2022-01-09;1.0
2022-01-10;0.6
2022-01-11;0.8
2022-01-12;4.9
2022-01-13;7.2
2022-01-14;6.3
2022-01-15;-0.5
2022-01-16;5.0
2022-01-17;3.8
2022-01-18;1.3
2022-01-19;5.1
2022-01-20;1.2
2022-01-21;1.1
2022-01-22;0.5
2022-01-23;4.2
2022-01-24;5.8
2022-01-25;3.0
2022-01-26;5.7
2022-01-27;6.2
2022-01-28;4.2
2022-01-29;5.3
2022-01-30;4.4
2022-01-31;-1.7
2022-02-01;-0.8
2022-02-02;-1.3
2022-02-03;1.6
2022-02-04;4.9
2022-02-05;4.1
2022-02-06;3.5
2022-02-07;3.5
2022-02-08;5.6
2022-02-09;5.3
2022-02-10;4.4
2022-02-11;Nan
2022-02-12;3.0
2022-02-13;3.6
2022-02-14;5.3
2022-02-15;5.4
2022-02-16;3.8
2022-02-17;3.3
2022-02-18;3.9
2022-02-19;2.9
2022-02-20;1.6
2022-02-21;2.7
2022-02-22;-0.4
2022-02-23;4.0
2022-02-24;4.1
2022-02-25;3.9
2022-02-26;0.7
2022-02-27;1.5
2022-02-28;2.9
2022-03-01;3.2
2022-03-02;3.4
2022-03-03;2.0
2022-03-04;0.6
2022-03-05;-0.7
2022-03-06;0.9
2022-03-07;0.8
2022-03-08;0.3
2022-03-09;1.8
2022-03-10;2.2
2022-03-11;3.5
2022-03-12;5.6
2022-03-13;6.3
2022-03-14;6.5
2022-03-15;2.3
2022-03-16;2.9
2022-03-17;3.8
2022-03-18;6.1
2022-03-19;3.6
2022-03-20;4.4
2022-03-21;6.2
2022-03-22;4.6
2022-03-23;4.2
2022-03-24;3.6
2022-03-25;5.8
2022-03-26;8.0
2022-03-27;5.6
2022-03-28;7.2
2022-03-29;2.4
2022-03-30;0.6
2022-03-31;0.0
2022-04-01;0.1
2022-04-02;0.2
2022-04-03;2.2
2022-04-04;4.7
2022-04-05;2.7
2022-04-06;0.1
2022-04-07;4.3
2022-04-08;2.2
2022-04-09;4.5
2022-04-10;6.5
2022-04-11;4.9
2022-04-12;4.8
2022-04-13;8.5
2022-04-14;8.7
2022-04-15;7.6
2022-04-16;6.0
2022-04-17;6.5
2022-04-18;8.0
2022-04-19;11.8
2022-04-20;12.9
2022-04-21;13.2
2022-04-22;13.0
