Datum;Tid;Torkel Knutssonsg;Marsta;Norr Malma;Högdalen;Null
21-03-29;00:00;84.9995;88.9834;84.7462;84.4247;
21-03-30;00:00;79.5195;82.0017;80.6613;77.1301;
21-03-31;00:00;91.3511;85.8093;85.0848;91.1553;
21-04-01;00:00;55.3487;59.8997;65.9515;63.5964;
21-04-02;00:00;55.1353;61.1799;59.6643;55.1186;
21-04-03;00:00;48.6571;52.819;56.178;47.7476;
21-04-04;00:00;53.5314;62.1285;57.5264;55.7949;
21-04-05;00:00;71.5233;74.8016;79.8566;71.6774;
21-04-06;00:00;44.0171;54.829;50.8248;45.1262;
21-04-07;00:00;63.5049;65.41;73.9946;64.8876;
21-04-08;00:00;53.1514;54.2144;58.3359;57.8131;
21-04-09;00:00;74.1312;80.0471;82.069;73.9873;
21-04-10;00:00;55.2462;64.4436;64.5999;55.467;
21-04-11;00:00;61.1999;66.0693;68.2931;62.8411;
21-04-12;00:00;81.4918;93.4016;88.5975;81.6526;
21-04-13;00:00;69.3634;82.5175;74.3949;72.2203;
21-04-14;00:00;58.2264;62.6601;67.1293;65.192;
21-04-15;00:00;53.265;61.1499;67.7189;56.8456;
21-04-16;00:00;50.4646;56.53;61.8527;49.17;
21-04-17;00:00;49.1872;59.7833;59.5871;48.2845;
21-04-18;00:00;46.9708;56.1323;59.7377;45.821;
21-04-19;00:00;49.392;54.2929;64.8986;49.1014;
21-04-20;00:00;44.0423;55.923;59.8251;47.4017;
21-04-21;00:00;45.2625;56.7109;58.6511;53.4695;
21-04-22;00:00;86.2841;92.8309;94.5219;89.3398;
21-04-23;00:00;49.1981;50.5043;62.4012;50.113;
21-04-24;00:00;55.4062;58.0485;63.2669;54.9413;
21-04-25;00:00;63.4289;68.0743;77.6102;61.8085;
21-04-26;00:00;62.5047;60.4722;74.1375;63.5026;
21-04-27;00:00;48.1335;49.2935;67.1429;47.7648;
21-04-28;00:00;49.8483;61.4686;71.7168;54.4267;
21-04-29;00:00;61.8828;67.306;72.2817;60.3109;
21-04-30;00:00;47.0545;55.953;63.9329;49.8358;
21-05-01;00:00;49.8486;54.4352;57.2808;52.3589;
21-05-02;00:00;47.9072;57.3366;60.958;51.0405;
21-05-03;00:00;46.7186;60.5639;64.4961;49.5588;
21-05-04;00:00;68.4585;49.0127;60.666;69.9092;
21-05-05;00:00;96.349;86.27;89.0723;95.3281;
21-05-06;00:00;94.5177;89.8917;96.9437;96.8782;
21-05-07;00:00;71.368;73.4778;83.3313;70.6688;
21-05-08;00:00;56.8998;62.1366;66.0536;59.8462;
21-05-09;00:00;76.2906;85.037;77.198;79.3497;
21-05-10;00:00;75.2764;84.2966;84.1113;76.5571;
21-05-11;00:00;60.5022;65.9491;71.7382;60.9963;
21-05-12;00:00;49.3228;59.9601;59.0728;52.1422;
21-05-13;00:00;47.8749;54.6409;54.121;49.1438;
21-05-14;00:00;73.5999;78.129;76.9607;77.5942;
21-05-15;00:00;88.2867;91.9766;93.667;89.5713;
21-05-16;00:00;77.2977;83.2972;85.0054;77.8209;
21-05-17;00:00;86.8013;87.7649;90.4182;88.1166;
21-05-18;00:00;66.3025;81.1926;79.3093;67.5286;
21-05-19;00:00;59.4671;69.9229;73.7277;63.0147;
21-05-20;00:00;60.1346;73.9253;69.9364;59.8564;
21-05-21;00:00;72.276;82.3263;88.4087;73.5446;
21-05-22;00:00;73.4639;80.8412;81.4756;76.5667;
21-05-23;00:00;73.3585;93.1246;91.6041;75.7441;
21-05-24;00:00;85.2449;85.204;81.0015;84.3896;
21-05-25;00:00;76.8835;77.5178;78.1366;78.7875;
21-05-26;00:00;98.749;93.6626;95.146;98.0303;
21-05-27;00:00;96.8688;97.0344;97.6719;97.2698;
21-05-28;00:00;83.7303;67.0491;79.7645;86.5793;
21-05-29;00:00;47.4077;57.9714;58.9932;53.7462;
21-05-30;00:00;43.6199;59.9273;56.4374;51.7127;
21-05-31;00:00;46.0594;53.519;62.1016;48.4667;
21-06-01;00:00;57.7901;66.2598;69.611;57.6566;
21-06-02;00:00;53.2265;63.272;63.6531;53.6085;
21-06-03;00:00;45.5986;63.8551;61.879;52.3873;
21-06-04;00:00;47.1648;59.4248;60.4935;52.8571;
21-06-05;00:00;48.07;58.1944;61.7778;52.1066;
21-06-06;00:00;47.8294;59.3427;60.9829;52.0526;
21-06-07;00:00;48.6801;72.3647;72.3386;51.2225;
21-06-08;00:00;70.3807;87.2289;83.1357;74.6803;
21-06-09;00:00;79.4756;85.5392;75.017;83.7396;
21-06-10;00:00;56.5532;68.9709;69.5248;60.9354;
21-06-11;00:00;60.8553;72.7413;68.9183;65.1957;
21-06-12;00:00;81.6334;90.9825;84.6544;82.688;
21-06-13;00:00;55.6859;59.7624;59.3678;62.0874;
21-06-14;00:00;63.1031;74.8535;68.0403;65.8733;
21-06-15;00:00;52.6378;60.4207;55.2112;52.3192;
21-06-16;00:00;52.2217;60.6045;58.7901;55.5276;
21-06-17;00:00;58.6745;59.3544;58.0026;64.1951;
21-06-18;00:00;56.653;64.6583;59.7746;59.5938;
21-06-19;00:00;59.3638;67.5452;72.948;61.0253;
21-06-20;00:00;62.8937;78.5505;79.7185;65.3751;
21-06-21;00:00;58.5908;79.3263;70.7737;62.0343;
21-06-22;00:00;71.4866;89.1003;82.3837;70.8115;
21-06-23;00:00;82.1986;83.5602;83.1552;82.7063;
21-06-24;00:00;77.4308;82.8156;79.4369;80.1854;
21-06-25;00:00;79.5591;89.386;81.74;82.1926;
21-06-26;00:00;70.5879;79.6053;76.7667;71.976;
21-06-27;00:00;64.0928;87.4534;83.475;70.53;
21-06-28;00:00;63.4587;85.3256;83.1461;67.5325;
21-06-29;00:00;58.0834;73.5444;71.2007;61.7657;
21-06-30;00:00;67.9355;77.7744;76.0098;65.4478;
21-07-01;00:00;59.2477;63.8142;66.8491;58.0666;
21-07-02;00:00;56.1378;63.5364;66.1145;54.4022;
21-07-03;00:00;56.603;62.2789;65.4884;58.4513;
21-07-04;00:00;55.876;64.3002;67.4321;59.4643;
21-07-05;00:00;67.9432;72.926;73.5593;69.3569;
21-07-06;00:00;73.304;78.6827;75.7229;77.2107;
21-07-07;00:00;86.9594;94.3323;92.2208;89.1782;
21-07-08;00:00;64.8978;70.3271;73.0326;68.031;
21-07-09;00:00;61.569;70.8389;78.7231;66.4545;
21-07-10;00:00;77.8097;83.4978;84.8521;80.2289;
21-07-11;00:00;66.9564;74.7677;71.4919;68.8986;
21-07-12;00:00;60.1979;69.7379;72.6113;65.1627;
21-07-13;00:00;70.7695;72.8984;83.2504;68.7646;
21-07-14;00:00;64.5424;64.8357;69.6866;64.5381;
21-07-15;00:00;62.4276;71.4103;75.0596;65.197;
21-07-16;00:00;56.0863;57.4586;64.6047;55.4614;
21-07-17;00:00;59.9197;64.7493;67.4656;65.2994;
21-07-18;00:00;56.0841;59.7022;64.4088;57.9609;
21-07-19;00:00;49.5514;52.5598;61.5602;51.0818;
21-07-20;00:00;54.3939;59.4169;70.0859;55.319;
21-07-21;00:00;46.1797;51.4248;60.1111;47.452;
21-07-22;00:00;50.4382;54.48;58.6682;51.9988;
21-07-23;00:00;54.0187;56.6835;63.0231;54.9952;
21-07-24;00:00;58.412;59.372;64.8918;59.7044;
21-07-25;00:00;50.9479;54.8196;62.0881;54.9143;
21-07-26;00:00;61.2111;59.4307;68.3596;63.6027;
21-07-27;00:00;66.1577;61.5852;70.0785;65.7726;
21-07-28;00:00;82.1857;93.5646;91.137;88.0055;
21-07-29;00:00;63.9764;81.1517;76.2185;68.2173;
21-07-30;00:00;71.1228;76.1523;79.5901;72.6742;
21-07-31;00:00;77.9418;77.5604;82.9692;79.1034;
21-08-01;00:00;67.5887;75.0437;76.2626;71.6191;
21-08-02;00:00;69.5858;81.9387;80.0925;74.323;
21-08-03;00:00;54.432;57.9109;67.1047;57.2114;
21-08-04;00:00;53.4484;58.048;69.5941;63.0681;
21-08-05;00:00;59.1049;63.5638;68.2341;66.9166;
21-08-06;00:00;59.0975;63.7581;68.2018;60.7556;
21-08-07;00:00;88.0872;88.0242;88.1049;89.4103;
21-08-08;00:00;83.8137;89.4653;91.2805;86.7782;
21-08-09;00:00;79.9911;84.6012;85.4264;85.2206;
21-08-10;00:00;80.6224;83.7854;86.7375;83.8455;
21-08-11;00:00;71.1311;81.4113;83.0576;76.4564;
21-08-12;00:00;67.0466;75.6719;;;
21-08-13;00:00;70.7982;81.5986;;74.7203;
21-08-14;00:00;66.3074;75.201;;;
21-08-15;00:00;65.1211;85.6278;80.9828;65.2639;
21-08-16;00:00;79.9169;90.3959;87.9437;81.5477;
21-08-17;00:00;91.7812;98.6355;96.3699;93.6208;
21-08-18;00:00;90.4691;94.9094;95.074;91.8826;
21-08-19;00:00;67.5284;80.5012;82.3405;68.6729;
21-08-20;00:00;66.4045;67.9064;64.3201;71.5311;
21-08-21;00:00;61.9998;72.494;74.1615;66.9347;
21-08-22;00:00;60.5942;72.7488;75.6156;64.3621;
21-08-23;00:00;60.3427;71.7992;78.3695;63.6215;
21-08-24;00:00;63.2181;74.6527;76.5735;66.9092;
21-08-25;00:00;79.8271;87.1923;89.5099;82.5959;
21-08-26;00:00;92.3876;94.7688;93.8031;95.5021;
21-08-27;00:00;93.9927;95.8656;92.4979;94.7472;
21-08-28;00:00;90.8146;95.2021;89.5344;93.1022;
21-08-29;00:00;82.0566;90.1377;86.1298;81.6926;
21-08-30;00:00;77.3175;80.2976;85.3177;76.3336;
21-08-31;00:00;68.3727;78.3784;;69.9689;
21-09-01;00:00;61.1673;66.0447;;64.3232;
21-09-02;00:00;57.0768;66.1404;;59.7358;
21-09-03;00:00;52.3533;61.1875;;54.361;
21-09-04;00:00;58.4883;70.7994;;63.0867;
21-09-05;00:00;62.2197;75.7755;;67.5981;
21-09-06;00:00;69.9849;82.2803;;72.2354;
21-09-07;00:00;74.0293;84.6433;;76.1221;
21-09-08;00:00;74.8331;;83.5782;75.7034;
21-09-09;00:00;75.8699;;82.4226;78.203;
21-09-10;00:00;93.5781;;96.55;92.9855;
21-09-11;00:00;89.4058;;97.0115;91.9985;
21-09-12;00:00;91.2366;98.2281;95.8104;93.2722;
21-09-13;00:00;69.6494;75.5743;79.037;74.2417;
21-09-14;00:00;60.7893;74.8217;76.1636;68.2502;
21-09-15;00:00;67.4163;79.3472;82.193;73.3987;
21-09-16;00:00;70.0374;84.5306;81.448;73.1555;
21-09-17;00:00;67.9592;81.7775;74.9585;67.0609;
21-09-18;00:00;58.3792;75.2406;72.9496;59.5089;
21-09-19;00:00;69.8016;70.2101;74.8455;73.0999;
21-09-20;00:00;67.6707;77.9075;78.6633;71.2654;
21-09-21;00:00;71.7971;91.7925;87.7744;78.2803;
21-09-22;00:00;75.8904;88.598;84.207;81.0717;
21-09-23;00:00;86.9518;93.5958;92.624;88.8809;
21-09-24;00:00;87.0687;90.9445;95.5448;87.6575;
21-09-25;00:00;70.2168;78.5559;84.3448;74.7816;
21-09-26;00:00;65.9945;76.9409;81.4363;72.7219;
21-09-27;00:00;77.0839;83.833;86.2233;79.506;
21-09-28;00:00;73.9983;80.9222;75.7543;75.9596;
21-09-29;00:00;75.1915;83.8146;79.5692;76.2375;
21-09-30;00:00;84.8777;91.6182;87.8168;85.7235;
21-10-01;00:00;77.8868;83.3582;74.3888;79.1973;
21-10-02;00:00;75.5725;79.1248;78.3889;77.0056;
21-10-03;00:00;84.2582;88.4823;85.0623;85.7058;
21-10-04;00:00;89.5604;93.451;93.8927;90.6469;
21-10-05;00:00;93.3872;95.7479;96.3386;94.7146;
21-10-06;00:00;87.0854;93.7896;89.5667;88.8556;
21-10-07;00:00;87.0209;91.5354;90.4865;89.5275;
21-10-08;00:00;82.8755;88.3136;84.7869;86.2976;
21-10-09;00:00;85.9614;92.1854;88.2823;87.7906;
21-10-10;00:00;77.1056;83.3516;81.0129;78.09;
21-10-11;00:00;79.3882;92.3868;86.4716;81.2987;
21-10-12;00:00;79.1373;85.6146;90.8212;80.4834;
21-10-13;00:00;71.6179;83.9844;86.8322;74.8313;
21-10-14;00:00;82.2964;91.7449;86.9706;84.2073;
21-10-15;00:00;73.4663;81.3896;80.0699;75.7994;
21-10-16;00:00;60.0486;70.7406;65.1537;62.5194;
21-10-17;00:00;51.6067;67.7982;60.3443;59.8949;
21-10-18;00:00;60.467;75.145;70.6887;63.7744;
21-10-19;00:00;78.1205;95.1698;89.6301;83.8875;
21-10-20;00:00;91.0248;92.6265;90.1296;91.8628;
21-10-21;00:00;81.3824;84.7418;82.6367;82.3967;
21-10-22;00:00;54.9058;66.1283;64.6396;56.4091;
21-10-23;00:00;70.2737;77.1383;88.6729;71.3911;
21-10-24;00:00;74.0435;86.7548;85.3986;75.9268;
21-10-25;00:00;74.9552;84.0903;78.0496;76.8571;
21-10-26;00:00;85.9114;90.1117;87.2692;87.8719;
21-10-27;00:00;93.6396;98.1011;95.8865;93.201;
21-10-28;00:00;88.4423;93.6302;93.0155;89.3162;
21-10-29;00:00;90.984;92.0802;90.3865;91.4878;
21-10-30;00:00;95.1698;97.4761;94.13;95.3086;
21-10-31;00:00;91.9391;95.9594;94.3063;93.4003;
21-11-01;00:00;88.9622;90.905;91.674;91.1198;
21-11-02;00:00;91.2114;96.0698;89.795;91.676;
21-11-03;00:00;94.6146;97.749;93.6937;94.6417;
21-11-04;00:00;87.8623;94.7334;93.8948;89.0668;
21-11-05;00:00;83.1842;95.4636;89.9844;83.5817;
21-11-06;00:00;77.2798;87.2235;82.1938;78.6458;
21-11-07;00:00;89.6517;93.6146;90.8802;92.9938;
21-11-08;00:00;88.1794;95.5698;85.0405;88.0024;
21-11-09;00:00;94.1448;97.548;95.6907;95.775;
21-11-10;00:00;84.9963;93.3969;89.2738;85.8492;
21-11-11;00:00;82.7755;89.5288;86.6149;84.4225;
21-11-12;00:00;67.8866;83.8037;78.3617;69.9999;
21-11-13;00:00;90.696;96.9083;97.5292;93.0365;
21-11-14;00:00;93.573;96.5333;97.6594;93.199;
21-11-15;00:00;79.7537;89.1327;86.03;81.2534;
21-11-16;00:00;82.3257;90.8251;84.7794;83.1372;
21-11-17;00:00;86.4269;92.4761;87.3198;86.2656;
21-11-18;00:00;85.0465;95.8656;93.0625;85.8527;
21-11-19;00:00;82.3722;88.9031;86.0623;81.0786;
21-11-20;00:00;61.8621;76.49;71.2903;62.2736;
21-11-21;00:00;80.0444;88.5813;85.7412;80.2507;
21-11-22;00:00;78.3223;86.6641;83.6886;80.057;
21-11-23;00:00;74.6945;85.4741;84.3873;75.1207;
21-11-24;00:00;86.7618;91.948;86.1744;86.6495;
21-11-25;00:00;81.4233;92.1271;87.8375;82.7463;
21-11-26;00:00;78.2533;91.276;88.3146;80.7727;
21-11-27;00:00;76.2981;88.182;84.5649;78.2347;
21-11-28;00:00;73.6008;77.3281;80.129;73.9767;
21-11-29;00:00;79.0546;91.7573;77.7167;79.9741;
21-11-30;00:00;81.3269;89.4844;87.1431;81.7776;
21-12-01;00:00;80.8087;87.7969;91.0864;83.7996;
21-12-02;00:00;94.8021;90.4761;88.7039;92.4625;
21-12-03;00:00;89.8688;92.8876;92.6105;90.5219;
21-12-04;00:00;81.2897;92.3479;86.9312;87.0933;
21-12-05;00:00;80.8466;85.4346;82.0424;80.9833;
21-12-06;00:00;80.2754;84.2772;86.1396;79.3558;
21-12-07;00:00;83.8167;82.0825;85.3074;83.299;
21-12-08;00:00;80.4775;90.5386;87.5592;80.5402;
21-12-09;00:00;76.6902;88.698;77.731;75.0101;
21-12-10;00:00;98.7521;99.5188;97.6406;96.8531;
21-12-11;00:00;96.7365;99.8063;98.7104;97.1813;
21-12-12;00:00;94.4417;99.8251;99.7823;96.7656;
21-12-13;00:00;98.0303;99.7157;99.6167;97.499;
21-12-14;00:00;96.2833;98.7948;97.1344;95.5958;
21-12-15;00:00;95.451;98.2178;96.0792;93.9646;
21-12-16;00:00;71.3374;82.8679;77.702;70.0801;
21-12-17;00:00;73.938;83.0155;80.5574;73.8987;
21-12-18;00:00;74.8097;77.308;75.7214;74.1001;
21-12-19;00:00;67.1539;70.1964;73.3417;67.1708;
21-12-20;00:00;70.084;83.5001;65.9673;69.364;
21-12-21;00:00;81.4067;87.5945;92.0011;83.0594;
21-12-22;00:00;79.4589;89.2104;89.4729;84.9587;
21-12-23;00:00;87.0815;92.3208;90.6011;86.2505;
21-12-24;00:00;71.4283;71.0325;82.7496;72.2584;
21-12-25;00:00;73.3003;77.4655;80.6212;73.7968;
21-12-26;00:00;78.6448;88.6316;88.8556;79.629;
21-12-27;00:00;92.9271;91.8;91.9292;92.2323;
21-12-28;00:00;79.7463;90.7465;87.342;81.5315;
21-12-29;00:00;98.8251;98.0802;98.3531;95.7229;
21-12-30;00:00;99.4115;99.5553;98.9354;97.9125;
21-12-31;00:00;97.2927;98.9042;98.8688;94.0375;
22-01-01;00:00;81.4871;91.0542;91.8541;82.8245;
22-01-02;00:00;99.4625;99.6771;99.5271;98.3619;
22-01-03;00:00;99.1802;99.6709;99.8511;98.3562;
22-01-04;00:00;86.5869;90.8823;93.4604;86.7832;
22-01-05;00:00;93.7198;93.448;94.3104;91.9209;
22-01-06;00:00;78.1669;78.2405;84.0593;78.2128;
22-01-07;00:00;83.113;88.3074;87.1581;83.8723;
22-01-08;00:00;99.949;98.7157;97.7334;97.7281;
22-01-09;00:00;94.8552;98.0229;96.6041;96.7604;
22-01-10;00:00;87.7889;88.1865;87.0758;88.4302;
22-01-11;00:00;84.853;92.6;89.5969;86.1732;
22-01-12;00:00;95.8719;96.3469;93.4021;93.0802;
22-01-13;00:00;74.4384;83.3947;73.6433;72.5411;
22-01-14;00:00;53.9605;62.2094;65.5557;54.6865;
22-01-15;00:00;61.6674;71.161;68.0059;61.699;
22-01-16;00:00;87.5258;90.3425;90.5588;85.6605;
22-01-17;00:00;52.3893;55.7294;58.4292;52.8077;
22-01-18;00:00;67.5391;73.6765;71.6696;67.0289;
22-01-19;00:00;85.7625;90.2407;85.8135;84.3907;
22-01-20;00:00;78.345;73.9939;80.6669;77.7443;
22-01-21;00:00;61.1614;59.6723;66.3428;61.457;
22-01-22;00:00;69.041;72.1008;72.4061;70.713;
22-01-23;00:00;92.6428;93.3979;89.208;89.6973;
22-01-24;00:00;89.2427;93.949;90.5771;89.437;
22-01-25;00:00;82.2543;88.3591;85.0098;83.0577;
22-01-26;00:00;89.0787;94.5719;89.7413;87.1305;
22-01-27;00:00;94.0637;96.926;94.3115;92.0729;
22-01-28;00:00;69.7888;76.915;76.5861;70.9342;
22-01-29;00:00;91.4099;94.3785;91.0527;88.8741;
22-01-30;00:00;84.6613;90.1416;88.167;83.0288;
22-01-31;00:00;71.8387;82.72;75.5426;71.2073;
22-02-01;00:00;78.7769;88.7417;90.0271;80.6307;
22-02-02;00:00;79.8152;87.7333;91.2052;82.9485;
22-02-03;00:00;84.757;90.3125;89.6239;83.7809;
22-02-04;00:00;99.0406;98.2063;96.4292;96.6365;
22-02-05;00:00;84.545;88.6987;87.7614;84.2394;
22-02-06;00:00;79.1727;87.053;85.8412;79.1426;
22-02-07;00:00;76.2494;82.8485;81.8165;75.5892;
22-02-08;00:00;82.8389;89.8611;90.9672;81.3462;
22-02-09;00:00;74.2164;81.8678;79.8746;73.8551;
22-02-10;00:00;65.2007;73.1437;68.2971;63.7097;
22-02-11;00:00;63.8138;65.1326;63.1956;63.4156;
22-02-12;00:00;67.5128;75.7162;70.1532;67.0991;
22-02-13;00:00;75.7239;88.6417;78.5699;75.3245;
22-02-14;00:00;96.7854;99.0156;97.1886;94.3344;
22-02-15;00:00;84.4901;92.3771;92.7557;85.8585;
22-02-16;00:00;88.8665;93.3167;92.2511;87.6931;
22-02-17;00:00;88.2783;92.2596;93.048;88.2147;
22-02-18;00:00;73.9141;83.9216;82.3091;72.9166;
22-02-19;00:00;93.5864;86.4152;88.1543;92.5417;
22-02-20;00:00;88.6418;88.5802;87.7866;88.5636;
22-02-21;00:00;98.7281;98.7803;97.9458;97.3313;
22-02-22;00:00;82.2407;98.0969;96.0698;83.6619;
22-02-23;00:00;85.2054;98.0261;94.349;87.1813;
22-02-24;00:00;87.808;86.4611;87.6174;86.9456;
22-02-25;00:00;83.7611;79.6953;88.4708;83.6145;
22-02-26;00:00;54.668;60.9276;62.4848;57.0311;
22-02-27;00:00;56.5094;70.4084;60.9034;58.9043;
22-02-28;00:00;61.4413;81.9169;68.6797;63.7861;
22-03-01;00:00;56.843;75.3071;61.4482;59.8396;
22-03-02;00:00;75.4718;75.5642;78.0845;74.5668;
22-03-03;00:00;65.3954;73.0886;76.8562;64.6265;
22-03-04;00:00;63.8745;72.7291;76.7671;63.967;
22-03-05;00:00;60.5442;73.1943;68.7872;62.8278;
22-03-06;00:00;63.0385;62.375;63.6817;62.8239;
22-03-07;00:00;61.8318;75.1473;73.2449;63.3251;
22-03-08;00:00;64.0649;81.3088;79.9209;65.3563;
22-03-09;00:00;77.5085;89.2615;88.6007;79.4685;
22-03-10;00:00;78.552;89.8181;79.8048;78.035;
22-03-11;00:00;63.9827;79.5078;68.6918;67.2893;
22-03-12;00:00;43.3927;64.3849;51.6118;48.9008;
22-03-13;00:00;46.4637;65.3998;58.5969;50.3346;
22-03-14;00:00;50.619;65.7045;56.183;58.4583;
22-03-15;00:00;74.3046;79.5176;82.6635;75.9246;
22-03-16;00:00;70.2445;86.4598;81.3506;74.4216;
22-03-17;00:00;77.1556;84.4142;77.7087;79.1201;
22-03-18;00:00;72.8735;85.2217;75.7468;72.2284;
22-03-19;00:00;53.942;72.6738;67.3445;57.6133;
22-03-20;00:00;46.6218;66.8682;64.1862;51.3177;
22-03-21;00:00;50.4977;59.247;59.5994;53.9025;
22-03-22;00:00;49.3468;66.2356;58.871;53.7194;
22-03-23;00:00;57.446;64.9829;72.196;56.8776;
22-03-24;00:00;56.0775;68.5081;70.0497;54.6149;
22-03-25;00:00;64.252;74.1569;70.5273;63.0035;
22-03-26;00:00;39.4824;49.7653;50.7114;39.8475;
22-03-27;00:00;51.8525;65.1061;59.8508;52.7937;
22-03-28;00:00;45.1663;56.7808;54.9075;44.8439;
22-03-29;00:00;62.0269;69.9906;73.3911;61.5821;
22-03-30;00:00;48.3651;58.5249;57.8148;50.6584;
22-03-31;00:00;57.4094;73.2566;75.0262;63.3995;
22-04-01;00:00;73.5911;77.5944;78.1544;72.6088;
22-04-02;00:00;51.8231;60.2607;62.4529;54.7895;
22-04-03;00:00;47.7567;55.5972;53.4896;47.9294;
22-04-04;00:00;86.1692;93.5911;86.5269;83.7209;
22-04-05;00:00;74.0121;81.641;86.0552;73.8794;
22-04-06;00:00;52.8141;59.8625;61.9268;54.1341;
22-04-07;00:00;94.1302;90.7933;90.7633;91.7114;
22-04-08;00:00;91.576;98.7428;95.775;87.6907;
22-04-09;00:00;81.7148;89.5477;87.156;80.2311;
22-04-10;00:00;63.2089;81.5945;74.3074;63.0443;
22-04-11;00:00;42.0859;51.7535;49.5219;45.1501;
22-04-12;00:00;46.3493;62.981;63.7313;49.4417;
22-04-13;00:00;54.1039;68.8234;71.2137;61.5657;
22-04-14;00:00;91.9941;88.8334;87.1052;91.1022;
22-04-15;00:00;58.5811;71.2081;68.6451;58.3759;
22-04-16;00:00;41.9604;56.5365;56.6502;45.4855;
22-04-17;00:00;48.9569;58.4097;58.8776;53.3934;
22-04-18;00:00;53.5387;58.9978;69.5583;55.7814;
22-04-19;00:00;51.5496;63.0744;66.473;53.5482;
22-04-20;00:00;56.4659;64.7659;69.5676;57.9116;
22-04-21;00:00;56.3475;62.7053;68.4297;56.1472;
22-04-22;00:00;57.4266;67.762;70.49;56.5315;
22-04-23;00:00;66.0892;66.0094;75.9598;63.9781;
22-04-24;00:00;59.1442;61.984;69.0466;57.9963;
22-04-25;00:00;52.1242;55.2814;61.9841;52.2198;
22-04-26;00:00;45.3962;50.4423;56.3946;46.4835;
22-04-27;00:00;50.8585;54.1242;60.3145;52.5653;
22-04-28;00:00;54.694;57.0816;63.8636;56.0551;
22-04-29;00:00;47.3771;50.333;62.5078;50.6587;
22-04-30;00:00;55.1474;50.3297;61.7398;57.5109;
22-05-01;00:00;48.9643;42.0016;56.3837;51.0965;
22-05-02;00:00;45.7133;41.3254;47.4201;47.4449;
22-05-03;00:00;37.2001;34.426;42.5865;37.1782;
22-05-04;00:00;47.7095;44.8302;51.8347;50.945;
22-05-05;00:00;52.8321;55.0841;53.3345;53.7131;
22-05-06;00:00;57.8097;59.459;62.8148;59.481;
22-05-07;00:00;75.6965;77.074;79.9504;77.2218;
22-05-08;00:00;41.5828;42.9827;51.917;45.0943;
22-05-09;00:00;54.2408;51.5173;51.4963;55.5327;
22-05-10;00:00;61.4709;65.2291;61.1978;62.2619;
22-05-11;00:00;74.5874;78.073;74.2128;73.3898;
22-05-12;00:00;65.6168;71.0315;69.8389;64.6445;
22-05-13;00:00;55.7762;60.1432;59.709;54.2772;
22-05-14;00:00;75.7965;74.3241;76.9165;75.0132;
22-05-15;00:00;52.0504;44.4406;64.9635;55.6718;
22-05-16;00:00;47.4691;46.0131;53.6902;50.8126;
22-05-17;00:00;52.0713;47.9786;61.3578;54.7386;
22-05-18;00:00;45.9574;44.104;49.0092;49.888;
22-05-19;00:00;51.3222;49.4416;54.2006;53.8927;
22-05-20;00:00;85.6287;70.215;75.2219;86.7993;
22-05-21;00:00;54.9046;52.427;64.0005;57.7809;
22-05-22;00:00;39.8339;48.0031;56.3665;45.6599;
22-05-23;00:00;33.7758;38.6331;52.6055;44.9481;
22-05-24;00:00;51.5646;48.5613;60.6694;54.6859;
22-05-25;00:00;70.0637;68.2838;74.3757;70.8547;
22-05-26;00:00;67.9926;73.6517;83.276;69.1903;
22-05-27;00:00;84.7874;88.5938;87.1943;79.4189;
22-05-28;00:00;91.5574;92.8428;91.8157;91.9136;
22-05-29;00:00;70.6088;75.9291;82.7357;73.2708;
22-05-30;00:00;72.2872;78.3488;81.6652;72.0135;
22-05-31;00:00;91.2037;93.724;93.9365;92.5151;
22-06-01;00:00;75.5677;79.1704;81.3302;76.9733;
22-06-02;00:00;98.3094;96.8;91.9844;96.1427;
22-06-03;00:00;76.9073;89.2107;77.7235;80.0352;
22-06-04;00:00;65.0388;70.7042;75.8965;68.8164;
22-06-05;00:00;54.6207;65.1794;70.7319;56.174;
22-06-06;00:00;48.5197;54.8092;59.9105;49.1203;
22-06-07;00:00;66.6576;70.874;69.0641;70.0793;
22-06-08;00:00;70.3749;79.1815;73.1843;72.0714;
22-06-09;00:00;64.472;73.9784;69.8942;65.3097;
22-06-10;00:00;65.1176;87.2555;80.2789;68.6823;
22-06-11;00:00;64.3354;69.3302;67.7032;64.7578;
22-06-12;00:00;60.1172;69.116;61.8838;62.4946;
22-06-13;00:00;61.8486;70.7178;67.2372;64.0963;
22-06-14;00:00;64.473;72.5125;71.8035;70.2548;
22-06-15;00:00;57.3309;67.2568;64.8538;62.4236;
22-06-16;00:00;66.8046;76.4421;72.6381;72.2131;
22-06-17;00:00;62.322;75.6697;75.2305;65.1376;
22-06-18;00:00;68.7828;81.5841;79.4338;68.5736;
22-06-19;00:00;45.4518;59.8544;59.3519;47.2101;
22-06-20;00:00;72.8002;72.6931;77.2526;73.4293;
22-06-21;00:00;55.4753;62.4073;61.4446;59.458;
22-06-22;00:00;66.9185;81.0818;79.5034;70.1965;
22-06-23;00:00;63.062;71.6803;65.2961;65.8978;
22-06-24;00:00;58.6031;65.354;62.0721;62.297;
22-06-25;00:00;56.2429;62.9597;64.7693;60.8488;
22-06-26;00:00;56.1023;62.93;67.4341;60.1985;
22-06-27;00:00;56.2599;64.4237;66.2651;60.673;
22-06-28;00:00;59.0694;69.0645;69.4528;61.7093;
22-06-29;00:00;76.3226;90.9309;79.8997;74.8821;
