Datum;Dygnsmedel
2021-02-14;-6.4
2021-02-15;-1.5
2021-02-16;-0.7
2021-02-17;-0.5
2021-02-18;0.3
2021-02-19;1.8
2021-02-20;3.4
2021-02-21;4.9
2021-02-22;4.8
2021-02-23;3.2
2021-02-24;3.6
2021-02-25;4.1
2021-02-26;4.6
2021-02-27;0.0
2021-02-28;1.5
2021-03-01;2.3
2021-03-02;2.0
2021-03-03;1.3
2021-03-04;1.6
2021-03-05;-0.6
2021-03-06;3.0
2021-03-07;3.3
2021-03-08;-1.4
2021-03-09;-0.4
2021-03-10;1.1
2021-03-11;2.1
2021-03-12;4.8
2021-03-13;4.0
2021-03-14;3.2
2021-03-15;3.4
2021-03-16;1.2
2021-03-17;2.6
2021-03-18;1.3
2021-03-19;1.2
2021-03-20;3.5
2021-03-21;5.3
2021-03-22;2.5
2021-03-23;3.0
2021-03-24;5.8
2021-03-25;5.1
2021-03-26;6.1
2021-03-27;6.1
2021-03-28;5.2
2021-03-29;7.0
2021-03-30;8.6
2021-03-31;6.9
2021-04-01;5.8
2021-04-02;4.9
2021-04-03;4.7
2021-04-04;5.1
2021-04-05;4.0
2021-04-06;5.1
2021-04-07;5.8
2021-04-08;4.0
2021-04-09;5.7
2021-04-10;5.1
2021-04-11;1.7
2021-04-12;4.2
2021-04-13;4.5
2021-04-14;3.3
2021-04-15;6.1
2021-04-16;6.9
2021-04-17;10.6
2021-04-18;12.9
2021-04-19;12.5
2021-04-20;10.7
2021-04-21;7.1
2021-04-22;7.4
2021-04-23;6.6
2021-04-24;4.6
2021-04-25;5.4
2021-04-26;5.3
2021-04-27;5.1
2021-04-28;6.4
2021-04-29;8.9
2021-04-30;8.2
2021-05-01;6.3
2021-05-02;8.2
2021-05-03;8.0
2021-05-04;5.5
2021-05-05;6.6
2021-05-06;4.6
2021-05-07;6.3
2021-05-08;6.2
2021-05-09;9.1
2021-05-10;13.8
2021-05-11;10.5
2021-05-12;12.1
2021-05-13;12.7
2021-05-14;13.3
2021-05-15;10.1
2021-05-16;11.3
2021-05-17;10.9
2021-05-18;10.9
2021-05-19;11.2
2021-05-20;10.1
2021-05-21;10.6
2021-05-22;11.9
2021-05-23;10.5
2021-05-24;12.0
2021-05-25;12.3
2021-05-26;10.4
2021-05-27;11.0
2021-05-28;12.5
2021-05-29;12.7
2021-05-30;14.8
2021-05-31;12.7
2021-06-01;15.7
2021-06-02;15.6
2021-06-03;17.8
2021-06-04;18.5
2021-06-05;17.7
2021-06-06;18.6
2021-06-07;15.8
2021-06-08;14.7
2021-06-09;16.4
